,f0,f1,f2,f3,f4
119,2.4643784,-0.016886594,-0.019087968,0.8222046,0.0029283892
120,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
121,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
122,1.1482291,-0.009522622,-0.015439602,0.40144813,0.006464503
123,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
124,0.75675106,-0.006793606,-0.014046198,0.25806975,0.0075966525
125,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
126,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
127,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
128,1.1642364,-0.010605127,-0.0158174,0.4306149,0.0061014313
129,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
130,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
131,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
132,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
133,0.54214716,-0.0065271556,-0.013489194,0.20087178,0.0076701157
134,1.1112132,-0.012921183,-0.016204469,0.4629833,0.005150409
135,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
136,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
137,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
138,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
139,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
140,1.4049363,-0.013806808,-0.016841274,0.54166174,0.004661906
141,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
142,-0.32646087,-0.002646457,-0.010940707,-0.1086094,0.008619968
143,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
144,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
145,0.5315596,-0.006985641,-0.014212016,0.23355238,0.00795515
146,1.8694532,-0.01778256,-0.019489814,0.760065,0.0036281669
147,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
148,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
149,1.814517,-0.016536646,-0.018139899,0.6838695,0.0034320569
150,0.2703555,-0.003847397,-0.012585227,0.095616445,0.008948651
151,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
152,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
153,0.9146888,-0.0063716373,-0.014320067,0.28254664,0.00768363
154,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
155,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
156,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
157,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
158,2.2670646,-0.016240517,-0.018664774,0.7689951,0.003288933
159,1.4470795,-0.0104361195,-0.01603355,0.47943687,0.005920921
160,1.6030669,-0.0094451215,-0.015981372,0.48990744,0.006205982
161,0.7637875,-0.009472507,-0.014350687,0.2997892,0.00628665
162,-0.042995334,-0.0049114903,-0.011851617,0.021419376,0.008104204
163,0.6820111,-0.0069995136,-0.014684938,0.2751794,0.008062275
164,0.80975676,-0.004317876,-0.013794683,0.22952746,0.008737706
165,1.3322248,-0.011027093,-0.016067125,0.4700634,0.00578626
166,0.91146123,-0.007031412,-0.014535758,0.30336797,0.007582171
167,0.4027976,-0.006038511,-0.013353992,0.16960983,0.008062975
168,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
169,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
170,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
171,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
172,0.3622205,-0.006399507,-0.013409425,0.16967882,0.007960829
173,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
174,0.8691621,-0.008077543,-0.014549511,0.30872285,0.0070628645
175,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
176,0.46892872,-0.0065429807,-0.013759973,0.20123042,0.00797197
177,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
178,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
179,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
180,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
181,-0.14713255,-0.0025484608,-0.011279924,-0.032918617,0.009372751
182,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
183,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
184,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
185,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
186,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
187,4.641667,-0.0297122,-0.029510533,1.6993302,-0.00015786476
188,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
189,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
190,0.23179486,-0.0054485635,-0.012959551,0.12205474,0.008372267
191,0.9759991,-0.010948111,-0.015481273,0.3927366,0.0059498195
192,0.92792344,-0.008945166,-0.014866592,0.33947122,0.0067117168
193,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
194,0.02003625,-0.005969004,-0.011869732,0.051912487,0.0076040807
195,0.51647925,-0.0061001847,-0.013680308,0.20034169,0.008092111
196,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
197,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
198,0.06522861,-0.0031683794,-0.012123888,0.03935422,0.00931202
199,0.40279767,-0.0060385107,-0.013353992,0.16960983,0.008062975
200,0.8209033,-0.0071217264,-0.014134519,0.27461135,0.007376258
201,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
202,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
203,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
204,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
205,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
206,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
207,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
208,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
209,0.20036402,-0.007790505,-0.012779638,0.1348228,0.0069581484
210,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
211,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
212,0.2703555,-0.003847397,-0.012585227,0.095616445,0.008948651
213,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
214,1.1520975,-0.00854027,-0.015249498,0.38391197,0.0068775276
215,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
216,0.26564017,-0.0051679425,-0.012941688,0.12336777,0.008466603
217,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
218,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
219,1.1839151,-0.011636353,-0.015948877,0.44976377,0.005581517
220,1.8674309,-0.010585111,-0.016852334,0.576458,0.005789552
221,1.0772452,-0.0084789,-0.01514031,0.36775655,0.006947521
222,1.9781134,-0.009540058,-0.016814683,0.58025414,0.0061856657
223,-0.02111119,-0.0055533713,-0.011662109,0.032993913,0.0077514704
224,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
225,0.9320134,-0.009099162,-0.01461131,0.33131707,0.0064309943
226,0.4086608,-0.0055107265,-0.013508017,0.1683325,0.008410223
227,0.45766506,-0.0027644562,-0.013003437,0.12888275,0.009582256
228,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
229,0.2703555,-0.003847397,-0.012585227,0.095616445,0.008948651
230,0.61695445,-0.0053072884,-0.013705019,0.20782678,0.00840627
231,0.2703555,-0.003847397,-0.012585227,0.095616445,0.008948651
232,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
233,0.40279785,-0.006038498,-0.01335398,0.16960989,0.008062986
234,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
235,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
236,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
237,2.2770014,-0.018368226,-0.019262604,0.81725603,0.0025024666
238,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
239,1.1597869,-0.00856097,-0.01558255,0.3988155,0.0070978147
240,1.1294786,-0.010100373,-0.015137008,0.39246756,0.0059434576
241,0.18091312,-0.0060714297,-0.01311079,0.1179934,0.008022918
242,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
243,-0.016041398,-0.0036231708,-0.011988252,0.026625752,0.009079237
244,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
245,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
246,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
247,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
248,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
249,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
250,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
251,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
252,2.2670646,-0.016240517,-0.018664774,0.7689951,0.003288933
253,1.8630233,-0.013249456,-0.01736546,0.6248202,0.004658201
254,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
255,0.01719904,-0.0020821989,-0.01189464,-6.7189336e-05,0.00960592
256,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
257,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
258,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
259,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
260,1.081581,-0.0069821184,-0.0148006985,0.3387729,0.0075426204
261,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
262,-0.14713255,-0.0025484608,-0.011279924,-0.032918617,0.009372751
263,0.36650446,-0.0055018426,-0.013168549,0.15103282,0.008287915
264,1.0089656,-0.009213426,-0.015048865,0.36169946,0.0065681613
265,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
266,1.429329,-0.011714001,-0.015718553,0.4774949,0.0049914634
267,0.5483111,-0.008427313,-0.013707181,0.2307183,0.006740584
268,1.0844901,-0.012042189,-0.016151233,0.4475839,0.0056519536
269,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
270,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
271,3.2521615,-0.02930543,-0.025807012,1.3431506,-0.0004191324
272,0.906579,-0.010248505,-0.014849927,0.3494026,0.005991766
273,2.2670646,-0.016240517,-0.018664774,0.7689951,0.003288933
274,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
275,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
276,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
277,1.7230496,-0.011532495,-0.016768873,0.5617265,0.005412139
278,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
279,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
280,0.36016026,-0.0063926717,-0.013404788,0.16911377,0.007964491
281,2.1711295,-0.012729292,-0.01879454,0.7230103,0.0055265403
282,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
283,0.48157755,-0.0052638534,-0.013491517,0.17866959,0.008482731
284,1.0112092,-0.0072168107,-0.014748758,0.32873648,0.007479443
285,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
286,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
287,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
288,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
289,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
290,0.2703555,-0.003847397,-0.012585227,0.095616445,0.008948651
291,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
292,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
293,0.9572468,-0.010088311,-0.014808701,0.3535241,0.005974708
294,2.2670646,-0.016240517,-0.018664774,0.7689951,0.003288933
295,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
296,2.2770014,-0.018368226,-0.019262604,0.81725603,0.0025024666
297,3.5142932,-0.024092693,-0.024495477,1.2734959,0.0011793841
298,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
299,2.1443927,-0.017015936,-0.01969293,0.800875,0.0037897946
300,0.36881664,-0.009492054,-0.013629625,0.21227317,0.0063547534
301,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
302,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
303,0.27035573,-0.003847382,-0.012585212,0.095616505,0.008948664
304,0.49234548,-0.008448141,-0.014146561,0.24053846,0.0071365177
305,0.9320134,-0.009099162,-0.01461131,0.33131707,0.0064309943
306,1.3027092,-0.012540795,-0.016460367,0.49768412,0.00525951
307,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
308,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
309,0.8041078,-0.010070095,-0.01483636,0.33181763,0.006240734
310,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
311,1.8577847,-0.012668843,-0.01809705,0.64767504,0.005531867
312,2.5089824,-0.013709473,-0.01915228,0.79785943,0.004712132
313,0.44487712,-0.008640304,-0.014135766,0.23511137,0.0070923995
314,1.4353662,-0.009738501,-0.016353773,0.4833644,0.0065698
315,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
316,1.6038547,-0.01043296,-0.01629053,0.5130344,0.0058698775
317,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
318,2.8748546,-0.027905108,-0.024066063,1.2017614,-0.00031822454
319,1.6835022,-0.01678768,-0.018843539,0.6957776,0.004006093
320,0.97351336,-0.011958651,-0.015755568,0.41419983,0.0055803014
321,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
322,0.92792344,-0.008945166,-0.014866592,0.33947122,0.0067117168
323,0.02003625,-0.005969004,-0.011869732,0.051912487,0.0076040807
324,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
325,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
326,0.14135614,-0.0071944627,-0.012481894,0.107692406,0.007169514
327,0.06522861,-0.0031683794,-0.012123888,0.03935422,0.00931202
328,2.2670646,-0.016240517,-0.018664774,0.7689951,0.003288933
329,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
330,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
331,0.38809028,-0.009686736,-0.013726876,0.2211347,0.006285716
332,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
333,2.2770014,-0.018368226,-0.019262604,0.81725603,0.0025024666
334,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
335,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
336,0.011198133,-0.0032794531,-0.012119581,0.020226061,0.009087351
337,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
338,0.36650464,-0.005501829,-0.013168536,0.15103288,0.008287927
339,0.5857208,-0.009106515,-0.014452513,0.27374202,0.006842917
340,2.2770014,-0.018368226,-0.019262604,0.81725603,0.0025024666
341,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
342,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
343,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
344,0.31044462,-0.0014461805,-0.012629635,0.06756805,0.010076597
345,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
346,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
347,1.4763303,-0.0141297765,-0.017025612,0.56312764,0.00450365
348,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
349,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
350,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
351,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
352,-0.051840663,-0.0028656055,-0.0111395195,-0.021193624,0.008943242
353,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
354,1.2587793,-0.007871067,-0.015450615,0.40079647,0.007241022
355,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
356,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
357,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
358,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
359,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
360,1.323629,-0.011176223,-0.01686309,0.49854904,0.0062140636
361,1.1270499,-0.007021581,-0.014834505,0.34728813,0.0074750767
362,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
363,1.5829794,-0.015286666,-0.017486302,0.6098526,0.004019682
364,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
365,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
366,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
367,0.14046815,-0.004753607,-0.012660189,0.089035586,0.008688326
368,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
369,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
370,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
371,1.1160233,-0.009527374,-0.015712757,0.4026106,0.006607121
372,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
373,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
374,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
375,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
376,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
377,0.4027976,-0.006038511,-0.013353992,0.16960983,0.008062975
378,0.36650464,-0.005501829,-0.013168536,0.15103288,0.008287927
379,0.87779534,-0.008131729,-0.014990687,0.3285179,0.007341843
380,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
381,1.7806144,-0.014957269,-0.017660562,0.6426792,0.0040306104
382,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
383,0.9922383,-0.008484959,-0.014826318,0.34248024,0.00684484
384,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
385,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
386,0.7920339,-0.008495349,-0.01456099,0.30219936,0.0069524273
387,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
388,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
389,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
390,-0.32646084,-0.002646457,-0.010940707,-0.1086094,0.008619968
391,1.9065235,-0.0144456485,-0.01768867,0.6570332,0.004148337
392,-0.32645983,-0.002646452,-0.010940641,-0.10860883,0.008619984
