,clusterid,agree,comment,retweet,sentiment
6578,1,0,0,0,pos
6579,3,0,0,0,pos
6580,1,0,0,0,pos
6581,1,0,0,0,pos
6582,1,0,0,0,pos
6583,1,0,0,0,pos
6584,3,0,0,0,neg
6585,1,0,0,0,neg
6586,2,0,1,0,pos
6587,2,0,1,0,pos
6588,2,0,1,0,neg
6589,2,0,1,0,neg
6590,2,0,1,0,pos
6591,2,0,1,0,pos
6592,3,68,2,48,pos
6593,3,68,2,48,pos
6594,2,0,1,0,neg
6595,2,0,1,0,neg
6596,2,0,0,0,neg
6597,3,0,0,0,neg
6598,2,0,0,0,neu
6599,3,0,0,0,neu
6600,0,5,2,1,neu
6601,0,5,2,1,neu
6602,0,0,0,0,neg
6603,3,0,0,0,neg
6604,0,0,0,0,neu
6605,2,0,0,0,neu
6606,1,0,0,0,neg
6607,1,0,0,0,neg
6608,3,0,0,0,pos
6609,1,0,0,0,pos
6610,3,1,0,1,pos
6611,3,1,0,1,pos
6612,2,1,1,0,neg
6613,2,1,1,0,neg
6614,3,0,0,0,pos
6615,3,0,0,0,pos
6616,0,10,0,0,neg
6617,0,10,0,0,neg
6618,2,1,3,1,neg
6619,2,1,3,1,neg
6620,0,0,0,0,neu
6621,2,0,0,0,neu
6622,3,0,0,0,neg
6623,2,0,0,0,neg
6624,2,0,0,0,pos
6625,3,0,0,0,pos
6626,1,21,5,6,pos
6627,1,21,5,6,pos
6628,3,0,0,0,neg
6629,2,0,0,0,neg
6630,1,0,0,0,pos
6631,1,0,0,0,pos
6632,2,0,0,0,neu
6633,0,0,0,0,neu
6634,0,2,0,0,neu
6635,0,2,0,0,neu
6636,3,1,0,1,neg
6637,3,1,0,1,neg
6638,3,0,0,0,pos
6639,1,0,0,0,pos
6640,1,0,0,0,pos
6641,0,0,0,0,pos
6642,0,1,0,0,neg
6643,0,1,0,0,neg
6644,2,0,0,0,neg
6645,0,0,0,0,neg
6646,0,0,0,0,neg
6647,3,0,0,0,neg
6648,3,0,0,0,neg
6649,1,0,0,0,neg
6650,2,0,0,0,neg
6651,3,0,0,0,neg
6652,0,113,9,21,pos
6653,0,113,9,21,pos
6654,0,0,0,0,neg
6655,2,0,0,0,neg
6656,2,0,0,0,pos
6657,0,0,0,0,pos
6658,0,1,0,0,pos
6659,0,1,0,0,pos
6660,2,0,0,0,neg
6661,3,0,0,0,neg
6662,2,1,1,0,neg
6663,2,1,1,0,neg
6664,1,0,0,0,pos
6665,0,0,0,0,pos
6666,0,0,0,0,neg
6667,1,0,0,0,neg
6668,0,0,0,0,pos
6669,1,0,0,0,pos
6670,0,1,0,0,pos
6671,0,1,0,0,pos
6672,1,0,0,0,pos
6673,0,0,0,0,pos
6674,2,0,0,0,pos
6675,0,0,0,0,pos
6676,1,0,0,0,pos
6677,2,0,0,0,pos
6678,1,0,0,0,pos
6679,3,0,0,0,pos
6680,0,1,0,0,pos
6681,0,1,0,0,pos
6682,0,1,0,0,pos
6683,0,1,0,0,pos
6684,0,5,0,0,pos
6685,0,5,0,0,pos
6686,2,0,0,0,pos
6687,1,0,0,0,pos
6688,3,0,0,0,pos
6689,0,0,0,0,pos
6690,0,1,0,0,pos
6691,0,1,0,0,pos
6692,0,0,0,0,pos
6693,2,0,0,0,pos
6694,2,0,0,0,pos
6695,3,0,0,0,pos
6696,2,0,1,0,pos
6697,2,0,1,0,pos
6698,2,0,0,0,pos
6699,2,0,0,0,pos
6700,0,0,0,0,pos
6701,3,0,0,0,pos
6702,1,0,0,0,pos
6703,2,0,0,0,pos
6704,3,0,0,0,pos
6705,2,0,0,0,pos
6706,0,0,0,0,pos
6707,0,0,0,0,pos
6708,3,0,0,0,pos
6709,3,0,0,0,pos
6710,0,0,0,0,pos
6711,2,0,0,0,pos
6712,1,20,3,5,pos
6713,1,20,3,5,pos
6714,1,0,0,0,neu
6715,0,0,0,0,neu
6716,0,49,14,1,pos
6717,0,49,14,1,pos
6718,3,0,0,1,pos
6719,3,0,0,1,pos
6720,3,0,0,0,pos
6721,1,0,0,0,pos
6722,2,0,2,0,pos
6723,2,0,2,0,pos
6724,0,1,0,0,pos
6725,0,1,0,0,pos
6726,3,0,0,0,neg
6727,1,0,0,0,neg
6728,3,0,0,0,neg
6729,3,0,0,0,neg
6730,3,0,0,0,neu
6731,0,0,0,0,neu
6732,0,0,0,0,pos
6733,0,0,0,0,pos
6734,2,0,0,0,pos
6735,0,0,0,0,pos
6736,0,0,0,0,pos
6737,3,0,0,0,pos
6738,3,0,0,0,neu
6739,1,0,0,0,neu
6740,2,0,0,0,pos
6741,3,0,0,0,pos
6742,2,0,1,0,neg
6743,2,0,1,0,neg
6744,0,11,1,0,neu
6745,0,11,1,0,neu
6746,0,0,0,0,neg
6747,0,0,0,0,neg
6748,3,68,2,48,pos
6749,3,68,2,48,pos
6750,2,0,1,0,neg
6751,2,0,1,0,neg
6752,0,0,0,0,neg
6753,3,0,0,0,neg
6754,0,0,0,0,neu
6755,3,0,0,0,neu
6756,0,5,2,1,neu
6757,0,5,2,1,neu
6758,0,0,0,0,neg
6759,0,0,0,0,neg
6760,1,0,0,0,neu
6761,1,0,0,0,neu
6762,3,0,0,0,neg
6763,1,0,0,0,neg
6764,0,0,0,0,pos
6765,0,0,0,0,pos
6766,3,1,0,1,pos
6767,3,1,0,1,pos
6768,2,1,1,0,neg
6769,2,1,1,0,neg
6770,1,0,0,0,pos
6771,2,0,0,0,pos
6772,0,10,0,0,neg
6773,0,10,0,0,neg
6774,2,1,3,1,neg
6775,2,1,3,1,neg
6776,3,0,0,0,neu
6777,1,0,0,0,neu
6778,1,0,0,0,neg
6779,1,0,0,0,neg
6780,3,0,0,0,pos
6781,0,0,0,0,pos
6782,1,21,5,6,pos
6783,1,21,5,6,pos
6784,0,0,0,0,neg
6785,2,0,0,0,neg
6786,2,0,0,0,pos
6787,2,0,0,0,pos
6788,2,0,0,0,neu
6789,2,0,0,0,neu
6790,0,2,0,0,neu
6791,0,2,0,0,neu
6792,3,1,0,1,neg
6793,3,1,0,1,neg
6794,2,0,0,0,pos
6795,1,0,0,0,pos
6796,1,0,0,0,pos
6797,3,0,0,0,pos
6798,0,1,0,0,neg
6799,0,1,0,0,neg
6800,3,0,0,0,neg
6801,1,0,0,0,neg
6802,0,0,0,0,neg
6803,1,0,0,0,neg
6804,3,0,0,0,neg
6805,0,0,0,0,neg
6806,3,0,0,0,neg
6807,3,0,0,0,neg
6808,0,113,9,21,pos
6809,0,113,9,21,pos
6810,2,0,0,0,neg
6811,2,0,0,0,neg
6812,3,0,0,0,pos
6813,1,0,0,0,pos
6814,0,1,0,0,pos
6815,0,1,0,0,pos
6816,3,0,0,0,neg
6817,1,0,0,0,neg
6818,2,1,1,0,neg
6819,2,1,1,0,neg
6820,2,0,0,0,pos
6821,3,0,0,0,pos
6822,3,0,0,0,neg
6823,2,0,0,0,neg
6824,1,0,0,0,pos
6825,1,0,0,0,pos
6826,0,1,0,0,pos
6827,0,1,0,0,pos
6828,3,0,0,0,pos
6829,0,0,0,0,pos
6830,1,0,0,0,pos
6831,2,0,0,0,pos
6832,3,0,0,0,pos
6833,2,0,0,0,pos
6834,3,0,0,0,pos
6835,2,0,0,0,pos
6836,0,1,0,0,pos
6837,0,1,0,0,pos
6838,0,1,0,0,pos
6839,0,1,0,0,pos
6840,0,5,0,0,pos
6841,0,5,0,0,pos
6842,1,0,0,0,pos
6843,2,0,0,0,pos
6844,2,0,0,0,pos
6845,1,0,0,0,pos
6846,0,1,0,0,pos
6847,0,1,0,0,pos
6848,1,0,0,0,pos
6849,1,0,0,0,pos
6850,2,0,0,0,pos
6851,2,0,0,0,pos
6852,2,0,1,0,pos
6853,2,0,1,0,pos
6854,2,0,0,0,pos
6855,3,0,0,0,pos
6856,2,0,0,0,pos
6857,2,0,0,0,pos
6858,1,0,0,0,pos
6859,1,0,0,0,pos
6860,1,0,0,0,pos
6861,0,0,0,0,pos
6862,0,0,0,0,pos
6863,1,0,0,0,pos
6864,2,0,0,0,pos
6865,3,0,0,0,pos
6866,0,0,0,0,pos
6867,1,0,0,0,pos
6868,1,20,3,5,pos
6869,1,20,3,5,pos
6870,3,0,0,0,neu
6871,2,0,0,0,neu
6872,0,49,14,1,pos
6873,0,49,14,1,pos
6874,3,0,0,1,pos
6875,3,0,0,1,pos
6876,0,0,0,0,pos
6877,3,0,0,0,pos
6878,2,0,2,0,pos
6879,2,0,2,0,pos
6880,0,1,0,0,pos
6881,0,1,0,0,pos
6882,1,0,0,0,neg
6883,1,0,0,0,neg
6884,3,0,0,0,neg
6885,1,0,0,0,neg
6886,3,0,0,0,neu
6887,0,0,0,0,neu
6888,2,0,0,0,pos
6889,2,0,0,0,pos
6890,2,0,0,0,pos
6891,3,0,0,0,pos
6892,3,0,0,0,pos
6893,0,0,0,0,pos
6894,3,0,0,0,neu
6895,1,0,0,0,neu
6896,3,0,0,0,pos
6897,2,0,0,0,pos
6898,1,0,0,0,pos
6899,2,0,0,0,pos
6900,2,0,0,0,neg
6901,0,0,0,0,neg
6902,1,0,0,0,neu
6903,0,0,0,0,neu
6904,0,0,0,0,pos
6905,2,0,0,0,pos
6906,1,2,0,1,pos
6907,1,2,0,1,pos
6908,0,1,0,0,pos
6909,0,1,0,0,pos
6910,0,0,0,0,neu
6911,2,0,0,0,neu
6912,1,0,0,0,neu
6913,0,0,0,0,neu
6914,3,0,0,0,pos
6915,1,0,0,0,pos
6916,2,0,0,0,pos
6917,1,0,0,0,pos
6918,2,0,1,0,pos
6919,2,0,1,0,pos
6920,1,0,0,0,pos
6921,2,0,0,0,pos
6922,2,0,1,0,pos
6923,2,0,1,0,pos
6924,1,3,0,1,pos
6925,1,3,0,1,pos
6926,2,0,0,0,pos
6927,0,0,0,0,pos
6928,3,7,0,10,pos
6929,3,7,0,10,pos
6930,1,0,0,0,pos
6931,1,0,0,0,pos
6932,1,5,0,2,pos
6933,1,5,0,2,pos
6934,1,0,0,0,pos
6935,1,0,0,0,pos
6936,3,13,0,9,pos
6937,3,13,0,9,pos
6938,0,1,0,0,neg
6939,0,1,0,0,neg
6940,2,0,1,0,neg
6941,2,0,1,0,neg
6942,0,1,0,0,pos
6943,0,1,0,0,pos
6944,0,0,0,0,pos
6945,0,0,0,0,pos
6946,3,1,0,2,pos
6947,3,1,0,2,pos
6948,3,0,0,0,pos
6949,2,0,0,0,pos
6950,2,0,1,0,pos
6951,2,0,1,0,pos
6952,2,0,1,0,pos
6953,2,0,1,0,pos
6954,0,2,0,0,pos
6955,0,2,0,0,pos
6956,2,0,1,0,pos
6957,2,0,1,0,pos
6958,0,1,0,0,pos
6959,0,1,0,0,pos
6960,3,28,2,18,pos
6961,3,28,2,18,pos
6962,3,0,0,0,pos
6963,0,0,0,0,pos
6964,2,0,0,0,neu
6965,2,0,0,0,neu
6966,3,0,1,3,neu
6967,3,0,1,3,neu
6968,0,2,1,0,pos
6969,0,2,1,0,pos
6970,0,11,0,1,neu
6971,0,11,0,1,neu
6972,1,0,0,0,neu
6973,3,0,0,0,neu
6974,2,0,0,0,pos
6975,2,0,0,0,pos
6976,3,0,0,0,pos
6977,1,0,0,0,pos
6978,1,0,0,0,neu
6979,1,0,0,0,neu
6980,1,0,0,0,pos
6981,1,0,0,0,pos
6982,0,1,0,0,neu
6983,0,1,0,0,neu
6984,2,2,2,0,neg
6985,2,2,2,0,neg
6986,1,3,0,1,neg
6987,1,3,0,1,neg
6988,1,2,0,1,pos
6989,1,2,0,1,pos
6990,3,0,0,0,neu
6991,3,0,0,0,neu
6992,2,3,2,0,pos
6993,2,3,2,0,pos
6994,3,7,0,5,pos
6995,3,7,0,5,pos
6996,2,0,2,0,pos
6997,2,0,2,0,pos
6998,2,0,0,0,neg
6999,3,0,0,0,neg
7000,0,0,0,0,pos
7001,1,0,0,0,pos
7002,1,2,0,1,neg
7003,1,2,0,1,neg
7004,0,4,1,0,pos
7005,0,4,1,0,pos
7006,2,0,0,0,pos
7007,3,0,0,0,pos
7008,1,0,0,0,pos
7009,3,0,0,0,pos
7010,0,9,1,0,neg
7011,0,9,1,0,neg
7012,0,0,0,0,neu
7013,0,0,0,0,neu
7014,0,0,0,0,pos
7015,0,0,0,0,pos
7016,3,0,0,0,pos
7017,2,0,0,0,pos
7018,3,2,1,2,neg
7019,3,2,1,2,neg
7020,0,1,0,0,pos
7021,0,1,0,0,pos
7022,2,0,0,0,pos
7023,2,0,0,0,pos
7024,1,2,0,1,neg
7025,1,2,0,1,neg
7026,3,0,0,0,pos
7027,0,0,0,0,pos
7028,3,0,0,0,pos
7029,3,0,0,0,pos
7030,0,2,0,0,pos
7031,0,2,0,0,pos
7032,0,1,0,0,pos
7033,0,1,0,0,pos
7034,3,0,0,1,neu
7035,3,0,0,1,neu
7036,0,1,0,0,pos
7037,0,1,0,0,pos
7038,3,12,2,8,pos
7039,3,12,2,8,pos
7040,0,1,0,0,neg
7041,0,1,0,0,neg
7042,0,8,1,0,neg
7043,0,8,1,0,neg
7044,2,1,1,0,pos
7045,2,1,1,0,pos
7046,2,5,5,0,pos
7047,2,5,5,0,pos
7048,1,0,0,0,pos
7049,1,0,0,0,pos
7050,1,7,0,2,neu
7051,1,7,0,2,neu
7052,0,1,0,0,neg
7053,0,1,0,0,neg
7054,3,1,0,1,pos
7055,3,1,0,1,pos
7056,0,0,0,0,pos
7057,3,0,0,0,pos
7058,0,0,0,0,pos
7059,3,0,0,0,pos
7060,2,1,1,0,pos
7061,2,1,1,0,pos
7062,1,7,1,2,pos
7063,1,7,1,2,pos
7064,3,0,0,0,pos
7065,0,0,0,0,pos
7066,1,2,0,1,pos
7067,1,2,0,1,pos
7068,1,559,32,137,pos
7069,1,559,32,137,pos
7070,0,1,0,0,pos
7071,0,1,0,0,pos
7072,3,0,0,0,pos
7073,2,0,0,0,pos
7074,2,0,1,0,pos
7075,2,0,1,0,pos
7076,3,0,0,0,pos
7077,0,0,0,0,pos
7078,1,0,0,0,pos
7079,3,0,0,0,pos
7080,0,18,8,2,pos
7081,0,18,8,2,pos
7082,3,9,0,9,pos
7083,3,9,0,9,pos
7084,2,7,4,1,pos
7085,2,7,4,1,pos
7086,3,0,0,0,pos
7087,3,0,0,0,pos
7088,1,0,0,0,neg
7089,1,0,0,0,neg
7090,0,145,14,5,pos
7091,0,145,14,5,pos
7092,1,0,0,0,pos
7093,0,0,0,0,pos
7094,2,0,0,0,pos
7095,1,0,0,0,pos
7096,0,13,0,1,pos
7097,0,13,0,1,pos
7098,3,14,0,10,pos
7099,3,14,0,10,pos
7100,0,2,1,0,pos
7101,0,2,1,0,pos
7102,1,0,0,0,pos
7103,1,0,0,0,pos
7104,0,0,0,0,pos
7105,0,0,0,0,pos
7106,3,0,0,0,pos
7107,2,0,0,0,pos
7108,0,0,0,0,neg
7109,1,0,0,0,neg
7110,0,5,0,1,pos
7111,0,5,0,1,pos
7112,1,0,0,0,pos
7113,1,0,0,0,pos
7114,2,2,3,3,pos
7115,2,2,3,3,pos
7116,0,0,0,0,pos
7117,3,0,0,0,pos
7118,2,1,1,0,pos
7119,2,1,1,0,pos
7120,3,0,0,0,pos
7121,2,0,0,0,pos
7122,2,0,0,0,neg
7123,2,0,0,0,neg
7124,1,0,0,0,pos
7125,2,0,0,0,pos
7126,0,1,0,0,pos
7127,0,1,0,0,pos
7128,3,0,0,0,neg
7129,3,0,0,0,neg
7130,0,0,0,0,pos
7131,0,0,0,0,pos
7132,1,27,2,8,pos
7133,1,27,2,8,pos
7134,1,0,0,0,neu
7135,1,0,0,0,neu
7136,3,0,0,0,pos
7137,0,0,0,0,pos
7138,3,0,0,0,neg
7139,3,0,0,0,neg
7140,3,0,0,0,neg
7141,1,0,0,0,neg
7142,2,0,1,1,pos
7143,2,0,1,1,pos
7144,1,0,0,0,pos
7145,2,0,0,0,pos
7146,1,498,76,136,neg
7147,1,498,76,136,neg
7148,0,0,0,0,pos
7149,2,0,0,0,pos
7150,0,2,0,0,pos
7151,0,2,0,0,pos
7152,0,0,0,0,pos
7153,2,0,0,0,pos
7154,0,1,0,0,pos
7155,0,1,0,0,pos
7156,3,0,0,0,pos
7157,2,0,0,0,pos
7158,2,0,1,0,neu
7159,2,0,1,0,neu
7160,3,0,0,1,neu
7161,3,0,0,1,neu
7162,2,0,1,0,pos
7163,2,0,1,0,pos
7164,2,0,0,0,pos
7165,1,0,0,0,pos
7166,1,24,8,7,neg
7167,1,24,8,7,neg
7168,3,0,0,0,pos
7169,2,0,0,0,pos
7170,2,0,0,0,pos
7171,3,0,0,0,pos
7172,1,0,0,0,neg
7173,3,0,0,0,neg
7174,2,0,0,0,pos
7175,1,0,0,0,pos
7176,2,72,59,31,pos
7177,2,72,59,31,pos
7178,3,0,0,1,pos
7179,3,0,0,1,pos
7180,1,0,0,0,pos
7181,0,0,0,0,pos
7182,3,0,0,0,neg
7183,3,0,0,0,neg
7184,0,0,0,0,pos
7185,1,0,0,0,pos
7186,0,0,0,0,pos
7187,2,0,0,0,pos
7188,2,0,0,0,pos
7189,3,0,0,0,pos
7190,3,4,0,3,neu
7191,3,4,0,3,neu
7192,1,10,1,4,pos
7193,1,10,1,4,pos
7194,1,11,3,5,pos
7195,1,11,3,5,pos
7196,3,0,0,0,pos
7197,2,0,0,0,pos
7198,2,1,1,0,neu
7199,2,1,1,0,neu
7200,2,1,1,0,pos
7201,2,1,1,0,pos
7202,0,0,0,0,pos
7203,1,0,0,0,pos
7204,0,0,0,0,neg
7205,3,0,0,0,neg
7206,0,0,0,0,neg
7207,3,0,0,0,neg
7208,0,1,0,0,pos
7209,0,1,0,0,pos
7210,0,0,0,0,pos
7211,2,0,0,0,pos
7212,1,14,6,7,neg
7213,1,14,6,7,neg
7214,0,0,0,0,neg
7215,3,0,0,0,neg
7216,3,0,0,1,neg
7217,3,0,0,1,neg
7218,3,2,0,2,neu
7219,3,2,0,2,neu
7220,2,0,0,0,neu
7221,0,0,0,0,neu
7222,0,4,0,0,pos
7223,0,4,0,0,pos
7224,3,0,0,1,neg
7225,3,0,0,1,neg
7226,0,0,0,0,neu
7227,0,0,0,0,neu
7228,2,0,0,0,neg
7229,2,0,0,0,neg
7230,0,7,3,1,pos
7231,0,7,3,1,pos
7232,0,1,0,0,pos
7233,0,1,0,0,pos
7234,0,0,0,0,neg
7235,3,0,0,0,neg
7236,0,0,0,0,neg
7237,3,0,0,0,neg
7238,3,0,0,0,neu
7239,2,0,0,0,neu
7240,1,0,0,0,neg
7241,1,0,0,0,neg
7242,0,1,0,0,pos
7243,0,1,0,0,pos
7244,2,0,3,0,pos
7245,2,0,3,0,pos
7246,0,4,0,0,pos
7247,0,4,0,0,pos
7248,0,13,0,0,neu
7249,0,13,0,0,neu
7250,0,0,0,0,pos
7251,2,0,0,0,pos
7252,1,0,0,0,pos
7253,0,0,0,0,pos
7254,0,2,0,0,neu
7255,0,2,0,0,neu
7256,1,0,0,0,pos
7257,1,0,0,0,pos
7258,2,0,0,0,pos
7259,0,0,0,0,pos
7260,2,0,0,0,pos
7261,3,0,0,0,pos
7262,2,0,1,0,pos
7263,2,0,1,0,pos
7264,2,0,1,0,pos
7265,2,0,1,0,pos
7266,3,2,1,2,pos
7267,3,2,1,2,pos
7268,1,0,0,0,pos
7269,3,0,0,0,pos
7270,3,0,0,0,neg
7271,1,0,0,0,neg
7272,3,0,0,1,pos
7273,3,0,0,1,pos
7274,3,1,0,1,pos
7275,3,1,0,1,pos
7276,2,0,1,0,neg
7277,2,0,1,0,neg
7278,2,0,1,0,pos
7279,2,0,1,0,pos
7280,2,0,0,0,neg
7281,0,0,0,0,neg
7282,0,0,0,0,pos
7283,3,0,0,0,pos
7284,0,0,0,0,pos
7285,2,0,0,0,pos
7286,1,26,0,6,pos
7287,1,26,0,6,pos
7288,2,0,0,0,pos
7289,3,0,0,0,pos
7290,3,0,0,0,neg
7291,3,0,0,0,neg
7292,1,0,0,0,pos
7293,0,0,0,0,pos
7294,0,0,0,0,pos
7295,0,0,0,0,pos
7296,2,0,0,0,pos
7297,0,0,0,0,pos
7298,0,0,0,0,neu
7299,3,0,0,0,neu
7300,0,0,0,0,neg
7301,2,0,0,0,neg
7302,0,1,0,0,neg
7303,0,1,0,0,neg
7304,1,0,0,0,pos
7305,0,0,0,0,pos
7306,1,0,0,0,neu
7307,3,0,0,0,neu
7308,2,3,2,0,pos
7309,2,3,2,0,pos
7310,0,0,0,0,neg
7311,2,0,0,0,neg
7312,3,0,0,0,pos
7313,2,0,0,0,pos
7314,3,0,0,0,pos
7315,2,0,0,0,pos
7316,3,0,0,0,pos
7317,1,0,0,0,pos
7318,0,0,0,0,pos
7319,3,0,0,0,pos
7320,0,4,0,0,pos
7321,0,4,0,0,pos
7322,2,0,0,0,pos
7323,0,0,0,0,pos
7324,2,0,0,0,pos
7325,0,0,0,0,pos
7326,2,0,1,0,pos
7327,2,0,1,0,pos
7328,3,0,0,0,pos
7329,3,0,0,0,pos
7330,1,0,0,0,pos
7331,3,0,0,0,pos
7332,0,1,0,0,neg
7333,0,1,0,0,neg
7334,2,0,0,0,neu
7335,0,0,0,0,neu
7336,2,0,1,0,pos
7337,2,0,1,0,pos
7338,1,0,0,0,pos
7339,1,0,0,0,pos
7340,1,0,0,0,neg
7341,0,0,0,0,neg
7342,0,1,0,0,neg
7343,0,1,0,0,neg
7344,1,0,0,0,pos
7345,0,0,0,0,pos
7346,2,0,1,0,pos
7347,2,0,1,0,pos
7348,3,0,0,0,pos
7349,2,0,0,0,pos
7350,0,3,1,0,pos
7351,0,3,1,0,pos
7352,2,0,0,0,pos
7353,1,0,0,0,pos
7354,0,2,1,0,pos
7355,0,2,1,0,pos
7356,2,1,1,0,neg
7357,2,1,1,0,neg
7358,3,1,0,2,pos
7359,3,1,0,2,pos
7360,3,0,0,0,pos
7361,1,0,0,0,pos
7362,0,1,0,0,pos
7363,0,1,0,0,pos
7364,2,0,0,0,pos
7365,3,0,0,0,pos
7366,2,0,1,0,pos
7367,2,0,1,0,pos
7368,2,0,1,0,pos
7369,2,0,1,0,pos
7370,1,0,0,0,pos
7371,1,0,0,0,pos
7372,0,0,0,0,pos
7373,2,0,0,0,pos
7374,0,9,1,0,pos
7375,0,9,1,0,pos
7376,2,0,1,0,pos
7377,2,0,1,0,pos
7378,3,0,0,0,pos
7379,3,0,0,0,pos
7380,1,24,2,12,pos
7381,1,24,2,12,pos
7382,2,0,0,0,pos
7383,2,0,0,0,pos
7384,0,0,0,0,neg
7385,0,0,0,0,neg
7386,0,1,0,0,pos
7387,0,1,0,0,pos
7388,1,3,0,1,pos
7389,1,3,0,1,pos
7390,0,0,0,0,pos
7391,1,0,0,0,pos
7392,2,0,0,0,neg
7393,3,0,0,0,neg
7394,0,0,0,0,pos
7395,0,0,0,0,pos
7396,0,1,0,0,neg
7397,0,1,0,0,neg
7398,1,0,0,0,pos
7399,2,0,0,0,pos
7400,2,0,0,0,neu
7401,1,0,0,0,neu
7402,0,1,0,0,neu
7403,0,1,0,0,neu
7404,2,0,0,0,pos
7405,0,0,0,0,pos
7406,2,0,0,0,pos
7407,0,0,0,0,pos
7408,1,0,0,0,pos
7409,0,0,0,0,pos
7410,3,0,0,0,pos
7411,3,0,0,0,pos
7412,1,0,0,0,pos
7413,0,0,0,0,pos
7414,1,0,0,0,pos
7415,2,0,0,0,pos
7416,0,0,0,0,pos
7417,1,0,0,0,pos
7418,1,0,0,0,pos
7419,2,0,0,0,pos
7420,3,2,0,2,neg
7421,3,2,0,2,neg
7422,1,0,0,0,neg
7423,2,0,0,0,neg
7424,0,0,0,0,neg
7425,0,0,0,0,neg
7426,2,0,0,0,pos
7427,0,0,0,0,pos
7428,2,0,1,0,pos
7429,2,0,1,0,pos
7430,2,0,0,0,pos
7431,3,0,0,0,pos
7432,0,1,0,0,neg
7433,0,1,0,0,neg
7434,1,0,0,0,neu
7435,0,0,0,0,neu
7436,0,356,50,25,pos
7437,0,356,50,25,pos
7438,3,14,0,10,pos
7439,3,14,0,10,pos
7440,0,0,0,0,pos
7441,3,0,0,0,pos
7442,0,1,0,0,pos
7443,0,1,0,0,pos
7444,3,0,0,0,pos
7445,3,0,0,0,pos
7446,0,1,0,0,pos
7447,0,1,0,0,pos
7448,0,4,0,0,pos
7449,0,4,0,0,pos
7450,2,0,0,0,pos
7451,2,0,0,0,pos
7452,1,2,0,1,neu
7453,1,2,0,1,neu
7454,0,1,0,0,pos
7455,0,1,0,0,pos
7456,2,0,5,0,neg
7457,2,0,5,0,neg
7458,1,0,0,0,pos
7459,0,0,0,0,pos
7460,0,2,0,0,neu
7461,0,2,0,0,neu
7462,1,0,0,0,neu
7463,1,0,0,0,neu
7464,0,5,0,0,pos
7465,0,5,0,0,pos
7466,2,1,1,0,neu
7467,2,1,1,0,neu
7468,0,1,0,0,neu
7469,0,1,0,0,neu
7470,2,0,0,0,neu
7471,2,0,0,0,neu
7472,1,0,0,0,pos
7473,0,0,0,0,pos
7474,0,1,0,0,pos
7475,0,1,0,0,pos
7476,1,0,0,0,neu
7477,0,0,0,0,neu
7478,3,0,0,1,neu
7479,3,0,0,1,neu
7480,0,0,0,0,pos
7481,0,0,0,0,pos
7482,0,2,1,0,neg
7483,0,2,1,0,neg
7484,0,0,0,0,neg
7485,0,0,0,0,neg
7486,3,1,0,1,neg
7487,3,1,0,1,neg
7488,3,2,1,3,pos
7489,3,2,1,3,pos
7490,0,2,0,0,pos
7491,0,2,0,0,pos
7492,1,10,0,4,neg
7493,1,10,0,4,neg
7494,2,75,105,27,pos
7495,2,75,105,27,pos
7496,3,0,0,0,pos
7497,1,0,0,0,pos
7498,0,0,0,0,neu
7499,1,0,0,0,neu
7500,0,1,0,0,pos
7501,0,1,0,0,pos
7502,3,0,0,1,pos
7503,3,0,0,1,pos
7504,2,0,1,0,pos
7505,2,0,1,0,pos
7506,0,3,0,0,pos
7507,0,3,0,0,pos
7508,1,7,2,4,pos
7509,1,7,2,4,pos
7510,2,0,1,0,neu
7511,2,0,1,0,neu
7512,2,0,1,0,pos
7513,2,0,1,0,pos
7514,2,0,0,0,neg
7515,3,0,0,0,neg
7516,1,0,0,0,pos
7517,1,0,0,0,pos
7518,0,0,0,0,pos
7519,3,0,0,0,pos
7520,1,3,0,1,neu
7521,1,3,0,1,neu
7522,0,2,0,0,neg
7523,0,2,0,0,neg
7524,3,0,0,0,neg
7525,1,0,0,0,neg
7526,0,2,0,0,pos
7527,0,2,0,0,pos
7528,3,0,0,0,neg
7529,3,0,0,0,neg
7530,0,9,0,1,neg
7531,0,9,0,1,neg
7532,0,3,0,0,pos
7533,0,3,0,0,pos
7534,1,0,0,0,neu
7535,3,0,0,0,neu
7536,3,3,0,4,pos
7537,3,3,0,4,pos
7538,1,21,4,6,pos
7539,1,21,4,6,pos
7540,3,0,0,0,neg
7541,2,0,0,0,neg
7542,2,0,0,0,neu
7543,1,0,0,0,neu
7544,3,0,0,0,pos
7545,0,0,0,0,pos
7546,0,14,1,2,pos
7547,0,14,1,2,pos
7548,0,3,0,0,pos
7549,0,3,0,0,pos
7550,1,0,0,0,neu
7551,3,0,0,0,neu
7552,0,0,0,0,pos
7553,2,0,0,0,pos
7554,0,3,0,0,pos
7555,0,3,0,0,pos
7556,1,2,0,1,pos
7557,1,2,0,1,pos
7558,3,0,0,0,neg
7559,3,0,0,0,neg
7560,0,31,8,6,pos
7561,0,31,8,6,pos
7562,3,0,0,0,pos
7563,2,0,0,0,pos
7564,3,0,0,0,neu
7565,2,0,0,0,neu
7566,3,2,0,4,neg
7567,3,2,0,4,neg
7568,0,0,0,0,neu
7569,2,0,0,0,neu
7570,0,12,0,1,neu
7571,0,12,0,1,neu
7572,3,0,0,0,pos
7573,0,0,0,0,pos
7574,1,0,0,0,neu
7575,3,0,0,0,neu
