,clusterid,agree,comment,retweet,sentiment
3878,2,1,1,0,pos
3879,2,1,1,0,pos
3880,1,0,0,0,neu
3881,0,0,0,0,neu
3882,3,0,0,0,neu
3883,0,0,0,0,neu
3884,0,0,0,0,neu
3885,1,0,0,0,neu
3886,0,1,0,0,pos
3887,0,1,0,0,pos
3888,2,1,1,0,pos
3889,2,1,1,0,pos
3890,1,0,0,0,pos
3891,1,0,0,0,pos
3892,0,0,0,0,neu
3893,0,0,0,0,neu
3894,1,0,0,0,pos
3895,3,0,0,0,pos
3896,0,8,0,1,pos
3897,0,8,0,1,pos
3898,0,0,0,0,neg
3899,1,0,0,0,neg
3900,0,0,0,0,pos
3901,2,0,0,0,pos
3902,0,0,0,0,pos
3903,3,0,0,0,pos
3904,3,0,0,0,pos
3905,3,0,0,0,pos
3906,1,0,0,0,pos
3907,0,0,0,0,pos
3908,1,0,0,0,pos
3909,0,0,0,0,pos
3910,0,178,1,4,pos
3911,0,178,1,4,pos
3912,3,0,0,1,neu
3913,3,0,0,1,neu
3914,1,5,0,2,neu
3915,1,5,0,2,neu
3916,3,16,1,9,neu
3917,3,16,1,9,neu
3918,1,0,0,0,pos
3919,2,0,0,0,pos
3920,3,0,0,1,pos
3921,3,0,0,1,pos
3922,2,0,0,0,pos
3923,3,0,0,0,pos
3924,1,0,0,0,neu
3925,0,0,0,0,neu
3926,1,6,1,2,pos
3927,1,6,1,2,pos
3928,1,2,1,1,neg
3929,1,2,1,1,neg
3930,0,1,0,0,neu
3931,0,1,0,0,neu
3932,1,3,1,1,pos
3933,1,3,1,1,pos
3934,1,4,0,1,neg
3935,1,4,0,1,neg
3936,0,1,0,0,neu
3937,0,1,0,0,neu
3938,3,0,0,0,pos
3939,3,0,0,0,pos
3940,3,0,0,0,neu
3941,3,0,0,0,neu
3942,2,0,1,0,neu
3943,2,0,1,0,neu
3944,1,8,0,3,neu
3945,1,8,0,3,neu
3946,2,0,1,0,neu
3947,2,0,1,0,neu
3948,2,0,1,0,neu
3949,2,0,1,0,neu
3950,1,4,1,2,neu
3951,1,4,1,2,neu
3952,2,0,0,0,neg
3953,2,0,0,0,neg
3954,3,0,0,0,neu
3955,1,0,0,0,neu
3956,2,3,5,1,neu
3957,2,3,5,1,neu
3958,3,0,0,0,neu
3959,2,0,0,0,neu
3960,2,0,1,0,neu
3961,2,0,1,0,neu
3962,3,0,0,1,neu
3963,3,0,0,1,neu
3964,2,0,0,0,neu
3965,2,0,0,0,neu
3966,1,0,0,0,neu
3967,0,0,0,0,neu
3968,0,0,0,0,neu
3969,2,0,0,0,neu
3970,2,0,0,0,neu
3971,1,0,0,0,neu
3972,0,1,0,0,neu
3973,0,1,0,0,neu
3974,0,0,0,0,pos
3975,0,0,0,0,pos
3976,3,0,0,2,neg
3977,3,0,0,2,neg
3978,1,0,0,0,pos
3979,1,0,0,0,pos
3980,0,1,0,0,pos
3981,0,1,0,0,pos
3982,3,11,0,7,pos
3983,3,11,0,7,pos
3984,2,0,0,0,neg
3985,0,0,0,0,neg
3986,2,0,0,0,neg
3987,3,0,0,0,neg
3988,1,3,0,1,pos
3989,1,3,0,1,pos
3990,2,0,1,1,pos
3991,2,0,1,1,pos
3992,1,0,0,0,neg
3993,0,0,0,0,neg
3994,1,0,0,0,neu
3995,2,0,0,0,neu
3996,0,1,0,0,pos
3997,0,1,0,0,pos
3998,0,18,3,2,neu
3999,0,18,3,2,neu
4000,1,0,0,0,neg
4001,0,0,0,0,neg
4002,3,0,0,0,neu
4003,2,0,0,0,neu
4004,3,0,0,0,pos
4005,3,0,0,0,pos
4006,1,0,0,0,neg
4007,2,0,0,0,neg
4008,2,0,0,0,pos
4009,3,0,0,0,pos
4010,2,3,2,1,pos
4011,2,3,2,1,pos
4012,0,2,0,0,pos
4013,0,2,0,0,pos
4014,1,28,4,9,neu
4015,1,28,4,9,neu
4016,1,2,0,1,neu
4017,1,2,0,1,neu
4018,0,1,0,0,pos
4019,0,1,0,0,pos
4020,1,0,0,0,pos
4021,2,0,0,0,pos
4022,0,0,0,0,pos
4023,0,0,0,0,pos
4024,0,0,0,0,pos
4025,3,0,0,0,pos
4026,0,0,0,0,pos
4027,1,0,0,0,pos
4028,3,0,0,0,pos
4029,3,0,0,0,pos
4030,3,0,0,0,pos
4031,1,0,0,0,pos
4032,2,0,0,0,pos
4033,3,0,0,0,pos
4034,3,15,3,11,neu
4035,3,15,3,11,neu
4036,3,0,0,0,pos
4037,3,0,0,0,pos
4038,3,0,0,0,pos
4039,1,0,0,0,pos
4040,0,0,0,0,pos
4041,2,0,0,0,pos
4042,1,24,2,11,neu
4043,1,24,2,11,neu
4044,2,0,0,0,neu
4045,2,0,0,0,neu
4046,1,0,0,0,pos
4047,3,0,0,0,pos
4048,1,37,6,14,pos
4049,1,37,6,14,pos
4050,1,38,1,18,pos
4051,1,38,1,18,pos
4052,2,0,0,0,pos
4053,3,0,0,0,pos
4054,1,22,4,8,pos
4055,1,22,4,8,pos
4056,0,1,0,0,neu
4057,0,1,0,0,neu
4058,1,37,7,16,pos
4059,1,37,7,16,pos
4060,3,0,0,0,neu
4061,2,0,0,0,neu
4062,3,0,0,0,neu
4063,3,0,0,0,neu
4064,3,0,0,0,neg
4065,1,0,0,0,neg
4066,0,5,1,0,neu
4067,0,5,1,0,neu
4068,1,6,0,2,pos
4069,1,6,0,2,pos
4070,2,0,0,0,neu
4071,0,0,0,0,neu
4072,3,0,0,0,neu
4073,1,0,0,0,neu
4074,3,2,0,5,neu
4075,3,2,0,5,neu
4076,3,2,0,3,pos
4077,3,2,0,3,pos
4078,3,0,0,0,pos
4079,2,0,0,0,pos
4080,3,1,0,2,neu
4081,3,1,0,2,neu
4082,0,5,0,0,neu
4083,0,5,0,0,neu
4084,2,0,0,0,pos
4085,1,0,0,0,pos
4086,3,7,0,7,pos
4087,3,7,0,7,pos
4088,2,0,0,0,pos
4089,0,0,0,0,pos
4090,0,0,0,0,pos
4091,1,0,0,0,pos
4092,1,0,0,0,pos
4093,2,0,0,0,pos
4094,1,17,2,5,neu
4095,1,17,2,5,neu
4096,2,0,0,0,pos
4097,3,0,0,0,pos
4098,2,0,0,0,neu
4099,3,0,0,0,neu
4100,0,13,2,0,neg
4101,0,13,2,0,neg
4102,1,0,0,0,pos
4103,0,0,0,0,pos
4104,1,0,0,0,pos
4105,2,0,0,0,pos
4106,1,29,0,13,pos
4107,1,29,0,13,pos
4108,0,8,0,1,neg
4109,0,8,0,1,neg
4110,1,0,0,0,neg
4111,3,0,0,0,neg
4112,0,5,1,0,pos
4113,0,5,1,0,pos
4114,0,0,0,0,pos
4115,0,0,0,0,pos
4116,3,0,0,0,neu
4117,3,0,0,0,neu
4118,0,0,0,0,pos
4119,2,0,0,0,pos
4120,0,0,0,0,pos
4121,0,0,0,0,pos
4122,2,0,0,0,pos
4123,3,0,0,0,pos
4124,1,15,1,5,pos
4125,1,15,1,5,pos
4126,3,14,0,10,neu
4127,3,14,0,10,neu
4128,0,23,4,5,neu
4129,0,23,4,5,neu
4130,0,1,0,0,neu
4131,0,1,0,0,neu
4132,2,1,1,0,pos
4133,2,1,1,0,pos
4134,0,5,1,0,pos
4135,0,5,1,0,pos
4136,3,1,0,1,neu
4137,3,1,0,1,neu
4138,3,40,1,29,neu
4139,3,40,1,29,neu
4140,0,1,0,0,neu
4141,0,1,0,0,neu
4142,1,18,0,6,neu
4143,1,18,0,6,neu
4144,1,43,4,12,neu
4145,1,43,4,12,neu
4146,2,0,0,0,pos
4147,3,0,0,0,pos
4148,3,0,0,0,neu
4149,2,0,0,0,neu
4150,3,0,0,0,pos
4151,1,0,0,0,pos
4152,1,91,7,37,pos
4153,1,91,7,37,pos
4154,0,10,0,1,pos
4155,0,10,0,1,pos
4156,0,0,0,0,pos
4157,3,0,0,0,pos
4158,2,0,0,0,pos
4159,3,0,0,0,pos
4160,1,0,0,0,pos
4161,2,0,0,0,pos
4162,0,65,5,4,neg
4163,0,65,5,4,neg
4164,1,0,0,0,pos
4165,1,0,0,0,pos
4166,0,1,0,0,neu
4167,0,1,0,0,neu
4168,3,0,0,0,neu
4169,2,0,0,0,neu
4170,1,151,8,54,pos
4171,1,151,8,54,pos
4172,2,0,0,0,pos
4173,1,0,0,0,pos
4174,2,0,0,0,neg
4175,0,0,0,0,neg
4176,0,6,0,1,pos
4177,0,6,0,1,pos
4178,3,0,0,0,pos
4179,2,0,0,0,pos
4180,3,0,0,2,pos
4181,3,0,0,2,pos
4182,3,0,0,0,pos
4183,2,0,0,0,pos
4184,1,0,0,0,pos
4185,1,0,0,0,pos
4186,3,1,0,1,pos
4187,3,1,0,1,pos
4188,1,0,0,0,neu
4189,1,0,0,0,neu
4190,0,61,11,9,neu
4191,0,61,11,9,neu
4192,2,0,0,0,neu
4193,2,0,0,0,neu
4194,3,0,0,0,neu
4195,2,0,0,0,neu
4196,3,4,0,3,neu
4197,3,4,0,3,neu
4198,3,0,0,1,pos
4199,3,0,0,1,pos
4200,1,7,0,3,pos
4201,1,7,0,3,pos
4202,0,2,0,0,neu
4203,0,2,0,0,neu
4204,1,4,1,2,neu
4205,1,4,1,2,neu
4206,0,2,0,0,pos
4207,0,2,0,0,pos
4208,0,0,0,0,pos
4209,3,0,0,0,pos
4210,1,7,0,2,neu
4211,1,7,0,2,neu
4212,2,0,0,0,pos
4213,0,0,0,0,pos
4214,1,24,1,5,neu
4215,1,24,1,5,neu
4216,2,0,0,0,neg
4217,3,0,0,0,neg
4218,0,1,0,0,pos
4219,0,1,0,0,pos
4220,0,6,0,1,pos
4221,0,6,0,1,pos
4222,0,10,2,2,pos
4223,0,10,2,2,pos
4224,1,0,0,0,neu
4225,1,0,0,0,neu
4226,1,0,0,0,neu
4227,1,0,0,0,neu
4228,1,5,0,2,pos
4229,1,5,0,2,pos
4230,0,5,0,0,pos
4231,0,5,0,0,pos
4232,1,22,3,9,pos
4233,1,22,3,9,pos
4234,2,0,1,0,pos
4235,2,0,1,0,pos
4236,0,1,0,0,neu
4237,0,1,0,0,neu
4238,3,0,0,0,pos
4239,1,0,0,0,pos
4240,1,0,0,0,pos
4241,3,0,0,0,pos
4242,3,0,0,1,neg
4243,3,0,0,1,neg
4244,0,15,2,0,neu
4245,0,15,2,0,neu
4246,3,0,0,0,neg
4247,1,0,0,0,neg
4248,1,17,1,7,pos
4249,1,17,1,7,pos
4250,3,11,0,8,neu
4251,3,11,0,8,neu
4252,3,0,0,1,neu
4253,3,0,0,1,neu
4254,2,0,0,0,pos
4255,0,0,0,0,pos
4256,2,0,1,0,pos
4257,2,0,1,0,pos
4258,3,7,0,5,neu
4259,3,7,0,5,neu
4260,0,1,0,0,pos
4261,0,1,0,0,pos
4262,0,7,1,0,neu
4263,0,7,1,0,neu
4264,1,0,0,0,neu
4265,0,0,0,0,neu
4266,3,4,1,3,neg
4267,3,4,1,3,neg
4268,2,0,0,0,neu
4269,0,0,0,0,neu
4270,3,1,0,1,neu
4271,3,1,0,1,neu
4272,0,23,1,2,neg
4273,0,23,1,2,neg
4274,3,6,0,4,pos
4275,3,6,0,4,pos
4276,3,0,0,0,pos
4277,3,0,0,0,pos
4278,0,3,0,0,pos
4279,0,3,0,0,pos
4280,1,24,1,5,pos
4281,1,24,1,5,pos
4282,3,1,0,1,pos
4283,3,1,0,1,pos
4284,3,1,0,1,pos
4285,3,1,0,1,pos
4286,1,7,0,3,neu
4287,1,7,0,3,neu
4288,3,0,0,0,neu
4289,1,0,0,0,neu
4290,0,8,2,0,neg
4291,0,8,2,0,neg
4292,2,0,0,0,neg
4293,0,0,0,0,neg
4294,0,1,0,0,neu
4295,0,1,0,0,neu
4296,0,4,1,0,neu
4297,0,4,1,0,neu
4298,2,0,1,0,pos
4299,2,0,1,0,pos
4300,1,0,0,0,neu
4301,1,0,0,0,neu
4302,3,0,0,0,neu
4303,2,0,0,0,neu
4304,3,0,0,0,neu
4305,0,0,0,0,neu
4306,3,3,1,2,neu
4307,3,3,1,2,neu
4308,1,8,0,4,neg
4309,1,8,0,4,neg
4310,0,16,1,3,pos
4311,0,16,1,3,pos
4312,3,0,0,0,pos
4313,3,0,0,0,pos
4314,1,7,0,3,pos
4315,1,7,0,3,pos
4316,0,2,0,0,neu
4317,0,2,0,0,neu
4318,1,4,1,2,neu
4319,1,4,1,2,neu
4320,0,2,0,0,pos
4321,0,2,0,0,pos
4322,1,0,0,0,pos
4323,1,0,0,0,pos
4324,1,7,0,2,neu
4325,1,7,0,2,neu
4326,1,0,0,0,pos
4327,0,0,0,0,pos
4328,1,24,1,5,neu
4329,1,24,1,5,neu
4330,0,0,0,0,neg
4331,0,0,0,0,neg
4332,0,1,0,0,pos
4333,0,1,0,0,pos
4334,0,6,0,1,pos
4335,0,6,0,1,pos
4336,0,10,2,2,pos
4337,0,10,2,2,pos
4338,0,0,0,0,neu
4339,2,0,0,0,neu
4340,1,0,0,0,neu
4341,3,0,0,0,neu
4342,1,5,0,2,pos
4343,1,5,0,2,pos
4344,0,5,0,0,pos
4345,0,5,0,0,pos
4346,1,22,3,9,pos
4347,1,22,3,9,pos
4348,2,0,1,0,pos
4349,2,0,1,0,pos
4350,0,1,0,0,neu
4351,0,1,0,0,neu
4352,3,0,0,0,pos
4353,2,0,0,0,pos
4354,2,0,0,0,pos
4355,0,0,0,0,pos
4356,3,0,0,1,neg
4357,3,0,0,1,neg
4358,0,15,2,0,neu
4359,0,15,2,0,neu
4360,0,0,0,0,neg
4361,0,0,0,0,neg
4362,1,17,1,7,pos
4363,1,17,1,7,pos
4364,3,11,0,8,neu
4365,3,11,0,8,neu
4366,3,0,0,1,neu
4367,3,0,0,1,neu
4368,2,0,0,0,pos
4369,1,0,0,0,pos
4370,2,0,1,0,pos
4371,2,0,1,0,pos
4372,3,7,0,5,neu
4373,3,7,0,5,neu
4374,0,1,0,0,pos
4375,0,1,0,0,pos
4376,0,7,1,0,neu
4377,0,7,1,0,neu
4378,2,0,0,0,neu
4379,3,0,0,0,neu
4380,3,4,1,3,neg
4381,3,4,1,3,neg
4382,1,0,0,0,neu
4383,2,0,0,0,neu
4384,3,1,0,1,neu
4385,3,1,0,1,neu
4386,0,23,1,2,neg
4387,0,23,1,2,neg
4388,3,6,0,4,pos
4389,3,6,0,4,pos
4390,3,0,0,0,pos
4391,2,0,0,0,pos
4392,1,68,3,35,pos
4393,1,68,3,35,pos
4394,2,0,0,0,neu
4395,1,0,0,0,neu
4396,1,0,0,0,pos
4397,0,0,0,0,pos
4398,0,24,5,5,neg
4399,0,24,5,5,neg
4400,3,5,1,5,pos
4401,3,5,1,5,pos
4402,2,1,1,0,neu
4403,2,1,1,0,neu
4404,2,1,2,0,pos
4405,2,1,2,0,pos
4406,2,0,0,0,pos
4407,1,0,0,0,pos
4408,2,1,1,1,pos
4409,2,1,1,1,pos
4410,2,0,1,0,neu
4411,2,0,1,0,neu
4412,3,0,0,0,pos
4413,2,0,0,0,pos
4414,1,41,5,14,neu
4415,1,41,5,14,neu
4416,0,1,0,0,pos
4417,0,1,0,0,pos
4418,1,0,0,0,neu
4419,1,0,0,0,neu
4420,3,3,1,2,pos
4421,3,3,1,2,pos
4422,2,0,0,0,pos
4423,3,0,0,0,pos
4424,1,18,3,5,pos
4425,1,18,3,5,pos
4426,2,0,1,0,neu
4427,2,0,1,0,neu
4428,2,0,1,0,pos
4429,2,0,1,0,pos
4430,0,1,0,0,pos
4431,0,1,0,0,pos
4432,0,1,0,0,pos
4433,0,1,0,0,pos
4434,1,56,4,21,neu
4435,1,56,4,21,neu
4436,3,0,0,0,pos
4437,2,0,0,0,pos
4438,1,0,0,0,pos
4439,2,0,0,0,pos
4440,1,7,2,4,pos
4441,1,7,2,4,pos
4442,0,86,19,15,pos
4443,0,86,19,15,pos
4444,0,0,0,0,pos
4445,2,0,0,0,pos
4446,3,0,0,0,pos
4447,2,0,0,0,pos
4448,2,0,1,0,pos
4449,2,0,1,0,pos
4450,1,0,0,0,pos
4451,2,0,0,0,pos
4452,1,21,3,5,pos
4453,1,21,3,5,pos
4454,1,2,1,1,neu
4455,1,2,1,1,neu
4456,3,0,0,0,pos
4457,2,0,0,0,pos
4458,2,1,1,1,pos
4459,2,1,1,1,pos
4460,3,0,0,0,neu
4461,2,0,0,0,neu
4462,0,3,1,0,pos
4463,0,3,1,0,pos
4464,0,29,2,3,neg
4465,0,29,2,3,neg
4466,0,0,0,0,pos
4467,0,0,0,0,pos
4468,3,0,0,0,neu
4469,3,0,0,0,neu
4470,1,0,0,0,neu
4471,1,0,0,0,neu
4472,0,0,0,0,neu
4473,1,0,0,0,neu
4474,2,0,0,0,neu
4475,2,0,0,0,neu
4476,0,0,0,0,neu
4477,1,0,0,0,neu
4478,3,0,0,0,neg
4479,3,0,0,0,neg
4480,0,4,2,1,pos
4481,0,4,2,1,pos
4482,3,1,0,1,pos
4483,3,1,0,1,pos
4484,0,9,2,0,pos
4485,0,9,2,0,pos
4486,0,1,0,0,pos
4487,0,1,0,0,pos
4488,3,43,5,28,pos
4489,3,43,5,28,pos
4490,1,5,1,2,pos
4491,1,5,1,2,pos
4492,3,0,0,0,pos
4493,1,0,0,0,pos
4494,1,0,0,0,pos
4495,1,0,0,0,pos
4496,1,2,0,1,pos
4497,1,2,0,1,pos
4498,0,0,0,0,pos
4499,0,0,0,0,pos
4500,3,0,0,1,neu
4501,3,0,0,1,neu
4502,3,0,0,0,pos
4503,1,0,0,0,pos
4504,0,0,0,0,pos
4505,0,0,0,0,pos
4506,0,0,0,0,pos
4507,3,0,0,0,pos
4508,1,0,0,0,pos
4509,0,0,0,0,pos
4510,0,1,0,0,pos
4511,0,1,0,0,pos
4512,3,0,0,0,pos
4513,3,0,0,0,pos
4514,0,0,0,0,neg
4515,2,0,0,0,neg
4516,1,2,0,1,pos
4517,1,2,0,1,pos
4518,0,0,0,0,neu
4519,3,0,0,0,neu
4520,1,6,0,3,neu
4521,1,6,0,3,neu
4522,3,1,1,4,neu
4523,3,1,1,4,neu
4524,1,0,0,0,neu
4525,3,0,0,0,neu
4526,1,0,0,0,pos
4527,3,0,0,0,pos
4528,1,0,0,0,neu
4529,1,0,0,0,neu
4530,1,0,0,0,pos
4531,3,0,0,0,pos
4532,2,0,0,0,pos
4533,0,0,0,0,pos
4534,1,0,0,0,pos
4535,0,0,0,0,pos
4536,3,25,3,14,pos
4537,3,25,3,14,pos
4538,3,0,0,0,pos
4539,3,0,0,0,pos
4540,2,1,2,0,pos
4541,2,1,2,0,pos
4542,0,0,0,0,pos
4543,3,0,0,0,pos
4544,3,0,0,2,pos
4545,3,0,0,2,pos
4546,3,0,0,0,pos
4547,0,0,0,0,pos
4548,3,0,0,2,neu
4549,3,0,0,2,neu
4550,2,0,0,0,pos
4551,3,0,0,0,pos
4552,3,0,0,1,pos
4553,3,0,0,1,pos
4554,0,1,0,0,pos
4555,0,1,0,0,pos
4556,1,0,0,0,pos
4557,0,0,0,0,pos
4558,0,3,0,0,pos
4559,0,3,0,0,pos
4560,3,6,0,4,pos
4561,3,6,0,4,pos
4562,3,4,0,3,pos
4563,3,4,0,3,pos
4564,0,2,0,0,pos
4565,0,2,0,0,pos
4566,1,0,0,0,neu
4567,1,0,0,0,neu
4568,2,0,0,0,pos
4569,3,0,0,0,pos
4570,1,18,0,7,pos
4571,1,18,0,7,pos
4572,0,6,0,0,neu
4573,0,6,0,0,neu
4574,2,0,0,0,pos
4575,3,0,0,0,pos
4576,0,0,0,0,pos
4577,3,0,0,0,pos
4578,0,9,0,0,neu
4579,0,9,0,0,neu
4580,0,0,0,0,neg
4581,1,0,0,0,neg
4582,0,1,0,0,pos
4583,0,1,0,0,pos
4584,1,25,2,6,neu
4585,1,25,2,6,neu
4586,3,3,0,2,pos
4587,3,3,0,2,pos
4588,3,1,0,1,neg
4589,3,1,0,1,neg
4590,3,0,0,0,neu
4591,3,0,0,0,neu
4592,0,0,0,0,pos
4593,2,0,0,0,pos
4594,0,1,0,0,pos
4595,0,1,0,0,pos
4596,0,11,1,0,neg
4597,0,11,1,0,neg
4598,0,1,0,0,neu
4599,0,1,0,0,neu
4600,0,4,2,1,pos
4601,0,4,2,1,pos
4602,2,0,0,0,neg
4603,0,0,0,0,neg
4604,3,0,0,1,neg
4605,3,0,0,1,neg
4606,0,0,0,0,pos
4607,1,0,0,0,pos
4608,2,0,0,0,neu
4609,3,0,0,0,neu
4610,2,0,0,0,pos
4611,3,0,0,0,pos
4612,3,0,0,0,pos
4613,3,0,0,0,pos
4614,3,0,0,0,neu
4615,2,0,0,0,neu
4616,3,5,1,3,pos
4617,3,5,1,3,pos
4618,0,0,0,0,pos
4619,1,0,0,0,pos
4620,1,0,0,0,neu
4621,3,0,0,0,neu
4622,3,8,0,6,pos
4623,3,8,0,6,pos
4624,1,3,1,1,neu
4625,1,3,1,1,neu
4626,1,0,0,0,neu
4627,1,0,0,0,neu
4628,0,1,0,0,pos
4629,0,1,0,0,pos
4630,0,2,0,0,neu
4631,0,2,0,0,neu
4632,1,40,3,14,pos
4633,1,40,3,14,pos
4634,2,1,1,0,neu
4635,2,1,1,0,neu
4636,0,0,0,0,pos
4637,0,0,0,0,pos
4638,3,0,0,2,pos
4639,3,0,0,2,pos
4640,0,1,0,0,pos
4641,0,1,0,0,pos
4642,0,0,0,0,neg
4643,0,0,0,0,neg
4644,3,0,0,0,pos
4645,0,0,0,0,pos
4646,1,4,1,1,pos
4647,1,4,1,1,pos
4648,0,1,0,0,pos
4649,0,1,0,0,pos
4650,1,0,0,0,neg
4651,2,0,0,0,neg
4652,1,0,0,0,pos
4653,3,0,0,0,pos
4654,3,0,0,0,pos
4655,3,0,0,0,pos
4656,1,0,0,0,neu
4657,3,0,0,0,neu
4658,2,0,1,0,pos
4659,2,0,1,0,pos
4660,1,0,0,0,neu
4661,2,0,0,0,neu
4662,1,2,1,1,neg
4663,1,2,1,1,neg
4664,0,0,0,0,neu
4665,3,0,0,0,neu
4666,0,0,0,0,neg
4667,3,0,0,0,neg
4668,0,0,0,0,neg
4669,0,0,0,0,neg
4670,0,0,0,0,neg
4671,3,0,0,0,neg
4672,3,0,0,0,pos
4673,2,0,0,0,pos
4674,0,6,1,0,neg
4675,0,6,1,0,neg
4676,3,0,0,1,pos
4677,3,0,0,1,pos
4678,0,0,0,0,pos
4679,1,0,0,0,pos
4680,1,0,0,0,neg
4681,0,0,0,0,neg
4682,0,0,0,0,neg
4683,3,0,0,0,neg
4684,3,0,0,0,neg
4685,3,0,0,0,neg
4686,1,0,0,0,neg
4687,1,0,0,0,neg
4688,1,0,0,0,neg
4689,0,0,0,0,neg
4690,3,0,0,0,neg
4691,2,0,0,0,neg
4692,3,0,0,0,neg
4693,3,0,0,0,neg
4694,3,5,0,4,neu
4695,3,5,0,4,neu
4696,1,0,0,0,neg
4697,1,0,0,0,neg
4698,2,0,0,0,neg
4699,2,0,0,0,neg
4700,3,1,0,1,neg
4701,3,1,0,1,neg
4702,0,1,0,0,neg
4703,0,1,0,0,neg
4704,3,0,0,0,neg
4705,0,0,0,0,neg
4706,2,0,0,0,neg
4707,2,0,0,0,neg
4708,0,0,0,0,neg
4709,3,0,0,0,neg
4710,2,0,0,0,neg
4711,2,0,0,0,neg
4712,0,2,0,0,pos
4713,0,2,0,0,pos
4714,3,0,0,1,pos
4715,3,0,0,1,pos
4716,0,1,0,0,neu
4717,0,1,0,0,neu
4718,1,44,3,16,neu
4719,1,44,3,16,neu
4720,0,1,0,0,neg
4721,0,1,0,0,neg
4722,3,8,0,7,pos
4723,3,8,0,7,pos
4724,3,0,0,2,neg
4725,3,0,0,2,neg
4726,2,0,0,0,neu
4727,1,0,0,0,neu
4728,0,0,0,0,neg
4729,2,0,0,0,neg
4730,2,0,1,0,neg
4731,2,0,1,0,neg
4732,1,2,0,1,neu
4733,1,2,0,1,neu
4734,1,0,0,0,pos
4735,1,0,0,0,pos
4736,1,0,0,0,neu
4737,1,0,0,0,neu
4738,2,0,0,0,pos
4739,1,0,0,0,pos
4740,0,0,0,0,pos
4741,1,0,0,0,pos
4742,0,0,0,0,pos
4743,0,0,0,0,pos
4744,1,15,0,6,pos
4745,1,15,0,6,pos
4746,1,0,0,0,pos
4747,0,0,0,0,pos
4748,3,0,0,0,pos
4749,1,0,0,0,pos
4750,0,1,0,0,pos
4751,0,1,0,0,pos
4752,2,0,0,0,pos
4753,1,0,0,0,pos
4754,3,0,0,0,neg
4755,0,0,0,0,neg
4756,3,1,0,1,neg
4757,3,1,0,1,neg
4758,0,1,0,0,neg
4759,0,1,0,0,neg
4760,3,16,2,10,neg
4761,3,16,2,10,neg
4762,3,0,0,0,neu
4763,1,0,0,0,neu
4764,1,8,1,2,pos
4765,1,8,1,2,pos
4766,3,0,0,0,neg
4767,2,0,0,0,neg
4768,0,2,0,0,pos
4769,0,2,0,0,pos
4770,3,0,0,1,pos
4771,3,0,0,1,pos
4772,0,161,3,9,neu
4773,0,161,3,9,neu
4774,3,0,0,0,neg
4775,1,0,0,0,neg
4776,0,1,0,0,neu
4777,0,1,0,0,neu
4778,3,3,0,3,neg
4779,3,3,0,3,neg
4780,0,2,0,0,pos
4781,0,2,0,0,pos
4782,2,0,0,0,neu
4783,3,0,0,0,neu
4784,3,0,0,0,neu
4785,1,0,0,0,neu
4786,2,0,1,0,neu
4787,2,0,1,0,neu
4788,3,0,0,0,neu
4789,2,0,0,0,neu
4790,3,0,0,0,pos
4791,1,0,0,0,pos
4792,0,0,0,0,pos
4793,0,0,0,0,pos
4794,3,1,0,1,pos
4795,3,1,0,1,pos
4796,1,0,0,0,pos
4797,1,0,0,0,pos
4798,0,0,0,0,pos
4799,1,0,0,0,pos
4800,0,1,0,0,neu
4801,0,1,0,0,neu
4802,3,0,0,0,neg
4803,1,0,0,0,neg
4804,2,0,0,0,neg
4805,2,0,0,0,neg
4806,0,48,12,4,neu
4807,0,48,12,4,neu
4808,0,0,0,0,neu
4809,1,0,0,0,neu
4810,3,0,0,0,pos
4811,3,0,0,0,pos
4812,0,0,0,0,pos
4813,2,0,0,0,pos
4814,1,0,0,0,pos
4815,3,0,0,0,pos
4816,2,0,0,0,pos
4817,0,0,0,0,pos
4818,3,0,0,0,pos
4819,2,0,0,0,pos
4820,1,0,0,0,neg
4821,0,0,0,0,neg
4822,0,0,0,0,neu
4823,0,0,0,0,neu
4824,0,1,0,0,neu
4825,0,1,0,0,neu
4826,1,0,0,0,neu
4827,3,0,0,0,neu
4828,1,0,0,0,neg
4829,2,0,0,0,neg
4830,0,1,0,0,pos
4831,0,1,0,0,pos
4832,0,0,0,0,pos
4833,1,0,0,0,pos
4834,1,83,17,29,pos
4835,1,83,17,29,pos
4836,0,4,1,0,pos
4837,0,4,1,0,pos
4838,0,0,0,0,pos
4839,1,0,0,0,pos
4840,2,0,2,0,pos
4841,2,0,2,0,pos
4842,0,0,0,0,pos
4843,2,0,0,0,pos
4844,2,0,0,0,neu
4845,2,0,0,0,neu
4846,1,0,0,0,pos
4847,0,0,0,0,pos
4848,2,0,0,0,pos
4849,3,0,0,0,pos
4850,0,0,0,0,pos
4851,3,0,0,0,pos
4852,3,0,0,0,pos
4853,1,0,0,0,pos
4854,2,0,1,0,pos
4855,2,0,1,0,pos
4856,3,0,0,0,neu
4857,2,0,0,0,neu
4858,0,0,0,0,pos
4859,0,0,0,0,pos
4860,0,0,0,0,pos
4861,1,0,0,0,pos
4862,1,0,0,0,neu
4863,1,0,0,0,neu
4864,1,0,0,0,neu
4865,1,0,0,0,neu
4866,3,0,0,0,neu
4867,0,0,0,0,neu
4868,0,2,0,0,pos
4869,0,2,0,0,pos
4870,0,7,0,0,pos
4871,0,7,0,0,pos
4872,0,16,3,0,neg
4873,0,16,3,0,neg
4874,2,0,0,0,neu
4875,0,0,0,0,neu
